0,[0, 1, 0, 1, 0, 18, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 1, 29, 25, 0, 2, 1, 1, 18, 7, 20, 0, 1, 0, 0, 0, 18, 0, 4, 0, 1, 1, 1, 1, 0, 0, 5, 14, 0, 0, 0, 7, 0, 18, 4, 7, 0, 20, 0, 0, 0, 7, 0, 0, 0, 0, 9, 19, 5, 20, 9, 7, 14, 0, 0]
1,[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 5, 0, 1, 1, 1, 0, 0, 0, 1, 21, 1, 18, 0, 1, 29, 0, 0, 0, 0, 0, 0, 1, 4, 1, 12, 12, 22, 29, 29, 29, 1, 22, 26, 1, 1, 7, 21, 1, 29, 29, 29, 7, 0, 1, 29, 0, 1, 1, 1, 0, 5, 29, 29, 0, 0, 0, 8, 5, 9, 29, 20]
2,[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 1, 1, 1, 20, 1, 4, 0, 1, 1, 13, 1, 1, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 13, 13, 1, 1, 0, 1, 0, 0, 9, 11, 0, 13, 13, 0, 19, 2, 1, 20, 20, 20, 20, 20, 0, 1, 0, 0, 1, 0, 0, 13, 14, 0, 1, 13, 0, 0, 20, 11, 1, 0, 0, 20]
3,[1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 13, 4, 0, 0, 0, 13, 0, 7, 5, 0, 0, 1, 1, 1, 13, 1, 13, 1, 0, 9, 0, 0, 0, 0, 1, 0, 1, 4, 5, 1, 0, 4, 1, 1, 13, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 4, 4, 0, 0, 5, 0, 1, 3, 1, 11, 13, 1, 5, 0, 1, 13, 0, 0, 13, 2, 43, 0, 0, 0, 1, 27, 4, 27, 4, 0, 1, 2, 4, 1, 1]
4,[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 1, 0, 0, 31, 1, 1, 0, 8, 0, 0, 0, 0, 0, 1, 0, 18, 4, 0, 0, 0, 18, 1, 0, 1, 5, 31, 31, 31, 31, 31, 0, 0, 0, 0, 1, 0, 8, 0, 7, 1, 0, 19, 0, 31, 31, 0, 31, 31, 9, 31, 31, 31, 31, 5, 0, 20, 0, 9, 1, 31]
5,[1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 21, 11, 0, 0, 0, 0, 2, 0, 21, 1, 5, 5, 8, 12, 5, 0, 0, 0, 1, 0, 7, 2, 2, 21, 13, 13, 0, 0, 0, 0, 1, 1, 0, 0, 3, 11, 12, 12, 9, 9, 21, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 9, 1, 21, 21, 21, 2, 1, 4, 1, 0, 0, 1, 2, 2, 5, 21, 18, 20, 0, 1, 0, 1, 11, 13, 0, 0, 0, 18, 0, 1, 2, 4]
6,[1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 7, 0, 5, 0, 0, 0, 13, 0, 0, 0, 13, 1, 0, 2, 1, 2, 0, 7, 13, 13, 0, 0, 1, 1, 5, 2, 1, 1, 13, 0, 14, 1, 2, 29, 0, 6, 0, 0, 1, 0, 7, 1, 0, 2, 39, 13, 2, 29, 1, 6, 1, 1, 4, 7, 0, 2, 13, 29, 29, 1, 12, 1, 8, 10, 0, 1, 1, 12, 0, 2, 1, 1, 4, 1, 2, 18, 29, 4, 12, 1, 5, 1, 2, 5, 0, 0]
8,[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 7, 1, 0, 0, 1, 0, 0, 1, 39, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11, 1, 0, 0, 0, 0, 1, 1, 0, 13, 0, 8, 1, 0, 0, 0, 1, 0, 0, 5, 0, 1, 0, 1, 1, 0, 1, 1, 1, 18, 18]
9,[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 25, 1, 0, 1, 0, 0, 1, 1, 2, 1, 4, 1, 1, 8, 1, 5, 0, 12, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 26, 0, 1, 5, 31, 5, 1, 1, 5, 0, 1, 0, 0, 1, 14, 14, 1, 0, 1, 0, 11, 1, 9, 1, 1, 1, 1, 27, 27, 0, 0, 1, 5, 31, 4, 0, 8, 1, 0, 31, 1, 2, 5, 1, 1, 1, 1, 1, 1, 9, 1, 1, 18]
10,[0, 0, 0, 0, 0, 0, 0, 13, 0, 13, 0, 13, 0, 0, 0, 0, 13, 1, 0, 1, 1, 13, 0, 0, 1, 0, 13, 14, 0, 0, 8, 9, 1, 13, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 8, 1, 19, 9, 13, 1, 13, 1, 4, 9, 0, 0, 0, 0, 0, 0, 9, 2, 0, 0, 0, 4, 8, 0, 13, 9, 9, 18, 13, 0, 0, 0, 0, 0, 0, 4, 2, 9, 4, 0, 13, 43, 1, 1, 19]
