2,[5, 20, 18, 20, 9, 5, 5, 5, 3, 9, 5, 1, 31, 17, 9, 5, 15, 4, 9, 20]
4,[6, 4, 9, 9, 4, 1, 9, 23, 1, 9, 5, 4, 5, 34, 9, 34, 9, 17, 20, 1]
6,[31, 9, 23, 7, 5, 3, 34, 5, 4, 5, 12, 40, 5, 18, 7, 7, 23, 0, 23, 4]
7,[1, 19, 19, 13, 6, 20, 1, 9, 1, 17, 5, 9, 43, 30, 14, 4, 9, 8, 17, 9]
9,[36, 3, 9, 7, 5, 5, 6, 1, 4, 17, 4, 7, 9, 31, 40, 30, 17, 7, 34, 4]
10,[34, 32, 17, 20, 4, 23, 2, 23, 4, 9, 4, 38, 9, 0, 6, 41, 19, 6, 5, 45]
11,[30, 26, 20, 17, 7, 19, 4, 5, 22, 4, 0, 23, 5, 5, 35, 5, 23, 35, 5, 4]
13,[20, 17, 8, 20, 25, 19, 5, 28, 17, 4, 34, 7, 28, 1, 12, 5, 41, 6, 20, 17]
15,[19, 4, 5, 20, 13, 19, 9, 4, 34, 1, 9, 4, 20, 46, 19, 1, 34, 19, 2, 31]
16,[6, 1, 8, 4, 0, 4, 19, 19, 9, 5, 8, 8, 5, 5, 9, 6, 18, 4, 6, 40]
17,[3, 9, 23, 1, 30, 9, 3, 48, 4, 23, 0, 7, 19, 0, 4, 18, 5, 22, 5, 9]
18,[9, 25, 9, 9, 22, 1, 5, 7, 4, 31, 26, 19, 4, 8, 27, 4, 1, 12, 1, 4]
19,[5, 1, 23, 6, 4, 5, 4, 9, 5, 2, 4, 9, 9, 4, 0, 25, 7, 31, 6, 8]
20,[4, 4, 17, 5, 23, 4, 0, 1, 4, 5, 17, 5, 19, 9, 34, 2, 4, 4, 0, 8]
21,[5, 4, 9, 17, 1, 4, 4, 4, 0, 1, 18, 9, 40, 18, 5, 9, 9, 5, 3, 8]
23,[13, 1, 8, 23, 20, 9, 9, 40, 5, 0, 9, 6, 4, 20, 4, 5, 4, 0, 9, 4]
24,[4, 4, 1, 18, 5, 8, 4, 5, 18, 1, 9, 17, 12, 55, 1, 31, 5, 3, 5, 6]
