0,[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 19, 0, 0, 1, 0, 20, 0, 0, 29, 0, 0, 0, 0, 18, 1, 0, 29, 0, 29, 1, 29, 2, 0, 29, 29, 29, 29, 19, 9, 0, 29, 0, 29, 18, 0, 0, 0, 0, 29, 0, 0]
1,[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 29, 29, 0, 29, 29, 29, 29, 29, 29, 29, 29, 29, 1, 0, 0, 0, 0, 0, 1, 29, 29, 29, 0, 29, 0, 29, 0, 0, 0, 29, 29, 29, 1, 29, 1, 29, 1, 0, 1, 29, 29, 29, 1, 29, 1, 29, 29, 0, 29, 0, 0, 0, 1, 29, 1, 1, 1, 29, 8, 7, 0, 0, 0, 0, 0, 0, 1, 29, 29, 29, 0, 29, 29, 1]
2,[0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 20, 20, 20, 20, 0, 20, 0, 0, 1, 1, 0, 20, 1, 0, 0, 0, 0, 1, 20, 20, 20, 1, 20, 0, 0, 20, 0, 0, 20, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 20, 0, 19, 20, 20, 20, 1, 1, 20, 0, 1, 0, 1, 0, 1]
3,[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 13, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 13, 1, 0, 0, 0, 1, 0, 0, 5, 0, 13, 0, 1, 1, 0, 7, 0, 1, 1, 1, 0, 0, 2, 1, 4, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 5]
4,[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 31, 0, 0, 0, 31, 31, 31, 31, 31, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 31, 29, 31, 31, 29, 0, 0, 0, 0, 0, 31, 31, 31, 29, 0, 29, 1, 1, 0, 0, 0, 31, 1, 29, 0, 1, 31, 31, 29, 0, 31, 29, 29, 29, 29]
5,[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 21, 0, 21, 1, 1, 2, 1, 0, 19, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 5, 0, 0, 0, 1, 20, 5, 1, 21, 1, 8, 0, 11, 7, 0, 0, 0, 1, 1, 0, 1, 1, 21, 1, 21, 1, 0, 29, 0, 0, 29, 2, 1, 1, 0, 0, 1, 19, 4, 4, 29, 1]
6,[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 15, 1, 15, 15, 0, 0, 1, 0, 0, 1, 15, 0, 0, 2, 1, 5, 13, 15, 0, 15, 0, 15, 13, 15, 1, 13, 15, 0, 0, 1, 0, 0, 1, 1, 1, 1, 15, 2, 15, 1, 2, 1, 29, 2, 0, 15, 1, 20, 13, 0, 2, 0, 15, 15, 0, 1, 15, 20, 0, 19, 1, 29, 13, 0, 15, 15, 1, 0, 0, 0, 0, 29, 15, 1, 0, 1, 0, 0]
8,[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
9,[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 25, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 8, 0, 0, 1, 0, 0, 0, 1, 14, 2, 0, 0, 5, 1, 1, 1, 14, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 31, 1, 1, 14, 1, 31, 1, 1, 1, 1, 2, 11, 1, 1, 0, 0, 0, 14, 0, 4, 1, 0, 0, 1, 4, 0, 1, 1, 31, 1, 0, 20]
10,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 0, 0, 0, 13, 1, 13, 0, 0, 0, 0, 0, 0, 19, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 0, 0, 0, 0, 13, 0, 0, 0, 8, 13, 0, 0, 0, 1, 0, 10, 19, 19, 0, 13, 0, 18, 0, 19, 0, 0, 0, 0, 0, 1, 13, 14, 0, 9, 1, 0]
13,[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 20, 0, 0, 1, 0, 0, 5, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 13, 0, 1, 0, 0, 1, 1, 0, 5, 1, 13, 0, 0, 1, 0, 0, 13, 13, 0, 0, 1, 0, 0, 0]
14,[1, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 1, 1, 5, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 4, 1, 0, 1, 19, 8, 0, 1, 1, 1, 5, 1, 1, 1, 20, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 9, 0, 0, 1, 5, 31, 16, 0, 1, 1, 0, 8, 1, 0, 4, 19, 0, 0, 0, 31, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 0, 1, 19, 5, 1, 1, 0, 1, 1, 1, 1, 1]
15,[1, 1, 1, 1, 21, 21, 1, 1, 1, 5, 21, 21, 2, 21, 1, 1, 21, 18, 29, 5, 21, 5, 29, 13, 5, 7, 21, 5, 8, 29, 18, 29, 2, 21, 21, 29, 14, 31, 20, 21, 31, 21, 5, 6, 7, 29, 19, 21, 9, 26, 7, 1, 4, 21, 21, 7, 5, 29, 29, 14, 18, 31, 18, 4, 2, 1, 4, 29, 31, 5, 18, 5, 5, 29, 29, 29, 14, 29, 5, 9, 21, 19, 1, 4, 5, 19, 5, 18, 29, 20, 19, 29, 2, 20, 20, 18, 7, 14, 4, 2]
16,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 1, 0, 1, 1, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20, 1, 20, 0, 0, 0, 1, 18, 20]
