0,[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 4, 0, 4, 1, 0, 0, 0, 8, 49, 0, 0, 0, 0, 9, 7, 0, 6, 0, 0, 27, 0, 12, 12, 0, 0, 0, 0, 0, 0, 2, 2, 0, 11, 0, 5, 8, 0, 0, 25, 0, 6, 29, 0, 8, 0, 1, 2, 1, 0, 0, 8, 1, 6, 0, 0, 0, 30, 1, 0, 0, 0, 11, 11, 1, 25, 6, 4, 9, 6, 8, 8, 8, 8, 8, 0, 1, 2, 0, 1, 0]
1,[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 7, 0, 1, 1, 49, 4, 0, 16, 0, 0, 1, 0, 18, 1, 1, 4, 14, 0, 1, 33, 0, 1, 0, 1, 1, 16, 1, 16, 0, 16, 1, 16, 18, 6, 1, 16, 4, 1, 8, 1, 33, 1, 1, 18, 27, 4, 1, 16, 1, 0, 18, 0, 0, 0, 33, 33, 0, 0, 31, 0, 1, 18, 7, 0, 0, 1, 0, 31, 1, 4, 0, 4, 0, 16, 16, 1, 25, 0, 0, 1, 7, 7, 18, 0, 18, 18, 4, 18, 0, 6]
2,[0, 2, 1, 0, 16, 11, 1, 4, 0, 20, 0, 0, 2, 0, 4, 1, 0, 1, 0, 23, 4, 0, 1, 0, 6, 6, 0, 8, 14, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 1, 11, 4, 23, 23, 0, 0, 2, 16, 4, 14, 4, 25, 16, 0, 4, 13, 0, 28, 14, 12, 46, 0, 4, 1, 7, 14, 14, 16, 4, 8, 4, 11, 23, 16, 23, 23, 4, 0, 1, 0, 23, 11, 2, 1, 16, 0, 11, 4, 49, 8, 1, 8, 7, 0, 0, 0]
3,[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 8, 1, 0, 1, 0, 0, 0, 0, 1, 1, 4, 0, 0, 6, 0, 1, 0, 12, 12, 0, 4, 6, 0, 0, 0, 0, 7, 0, 0, 0, 49, 0, 0, 0, 0, 31, 0, 0, 6, 0, 7, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 2, 0, 0, 1, 0, 0, 19, 2, 31, 8, 0, 0, 4, 6, 0, 0, 1, 0, 0, 0, 0, 8, 29, 29, 0, 2, 12, 4, 0, 8, 1, 1, 0, 1, 11, 2, 0]
4,[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 8, 4, 6, 0, 0, 0, 1, 8, 0, 1, 4, 0, 1, 0, 0, 2, 0, 7, 0, 0, 0, 0, 9, 31, 17, 16, 0, 1, 6, 1, 6, 11, 1, 0, 0, 0, 1, 0, 0, 17, 1, 7, 6, 1, 0, 16, 1, 0, 11, 1, 0, 5, 0, 31, 2, 0, 1, 0, 11, 11, 1, 5, 1, 2, 0, 18, 8, 31, 1, 0, 21, 0, 19, 1, 0, 18, 2, 18, 30, 7, 16, 6, 8, 1, 4, 0, 0, 0]
5,[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 49, 1, 9, 0, 1, 0, 1, 0, 23, 12, 0, 33, 33, 1, 5, 0, 0, 1, 0, 8, 23, 1, 31, 0, 0, 23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 8, 1, 0, 0, 1, 9, 31, 1, 8, 0, 0, 1, 0, 6, 8, 1, 1, 11, 0, 0, 0, 6, 6, 12, 12, 0, 33, 33, 33, 33]
7,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 0, 31, 12, 1, 1, 0, 0, 1, 6, 1, 20, 6, 12, 6, 11, 1, 5, 5, 0, 2, 1, 1, 6, 24, 11, 33, 8, 8, 0, 1, 2, 1, 1, 12, 1, 23, 1, 18, 4, 0, 11, 0, 41, 41, 16, 1, 0, 0, 0, 0, 0, 6, 3, 9, 1, 5, 0, 6, 0, 0, 0, 2, 1, 0, 4, 9, 18, 13, 10, 19, 19, 1, 1, 1, 1, 0, 1, 2, 40]
10,[5, 0, 49, 31, 31, 5, 0, 5, 0, 0, 0, 10, 10, 31, 1, 31, 0, 0, 31, 0, 8, 8, 49, 31, 19, 5, 0, 0, 0, 12, 0, 1, 1, 8, 8, 5, 0, 7, 22, 10, 10, 8, 0, 6, 11, 11, 7, 8, 13, 8, 6, 0, 18, 0, 5, 16, 31, 31, 6, 0, 1, 7, 0, 14, 12, 1, 31, 31, 12, 6, 8, 0, 23, 8, 28, 28, 50, 50, 0, 19, 5, 4, 30, 20, 1, 0, 8, 12, 1, 2, 0, 0, 0, 7, 2, 16, 4, 4, 6, 11]
13,[0, 1, 0, 0, 0, 0, 0, 49, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 2, 1, 0, 6, 11, 11, 0, 1, 46, 1, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 11, 0, 0, 11, 11, 11, 23, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12, 6, 49, 2, 6, 1, 0, 18, 0, 1, 2, 30, 4, 1, 16, 1, 0, 11, 2, 0, 1, 1, 1, 17, 17, 9, 0, 6, 30, 11, 8, 0, 2]
14,[1, 0, 0, 19, 1, 8, 0, 0, 1, 1, 1, 8, 1, 27, 1, 19, 1, 1, 19, 1, 0, 8, 1, 0, 24, 0, 19, 1, 17, 0, 1, 8, 21, 0, 0, 4, 1, 9, 0, 7, 11, 11, 18, 19, 1, 11, 0, 1, 2, 11, 11, 8, 18, 1, 8, 1, 6, 1, 8, 7, 13, 13, 5, 7, 1, 6, 4, 8, 1, 0, 6, 16, 1, 1, 31, 4, 7, 18, 42, 42, 19, 0, 5, 0, 31, 16, 16, 19, 1, 1, 19, 2, 5, 16, 30, 8, 1, 2, 1, 11]
